序,年份,文章标题,导师论文署名单位,论文对应经历阶段,统一研究主题,研究问题,采用方法,应用领域,证据位置,未完成事项序号
169,2026,ImplicitMemBench: Measuring Unconscious Behavioral Adaptation in Large Language Models,香港大学,香港大学；助理教授；2020-至今,语言建模与记忆,模型能否把经验转化为无需提醒的行为习惯？,ImplicitMemBench测程序记忆、启动效应和经典条件作用。,语言建模与记忆,"论文信息汇总.csv 序169：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2026_ImplicitMemBench_ Measuring Unconscious Behavioral Adaptation in Large Language Models.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2026.acl-long.1301/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
PDF发表标记：“Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers), pages 28232–28261”。
原文摘要依据：“Existing memory benchmarks for LLM agents evaluate explicit recall of facts, yet overlook implicit memory where experience becomes automated behavior without conscious retrieval. This gap is critical:”。",P169-C
170,2026,Stratagem: Learning Transferable Reasoning via Trajectory-Modulated Game Self-Play,香港大学,香港大学；助理教授；2020-至今,推理与决策规划,博弈自训练如何学到可迁移而非仅适用游戏的推理？,STRATAGEM用推理迁移系数和推理演化奖励选择训练轨迹。,推理与决策规划,"论文信息汇总.csv 序170：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2026_Stratagem_ Learning Transferable Reasoning via Trajectory-Modulated Game Self-Play.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2026.acl-long.897/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
PDF发表标记：“Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers), pages 19595–19614”。
原文摘要依据：“Games offer a compelling paradigm for developing general reasoning capabilities in language models, as they naturally demand strategic planning, probabilistic inference, and adaptive decision-making. ”。",P170-C
171,2026,SAVOIR: Learning Social Savoir-Faire via Shapley-based Reward Attribution,香港大学,香港大学；助理教授；2020-至今,社会智能与角色控制,多轮社会互动中的单句贡献如何分配奖励？,SAVOIR结合预期效用与Shapley值进行信用分配。,社会智能与角色控制,"论文信息汇总.csv 序171：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2026_SAVOIR_ Learning Social Savoir-Faire via Shapley-based Reward Attribution.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2026.findings-acl.699/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
原文摘要依据：“Social intelligence, the ability to navigate complex interpersonal interactions, presents a fundamental challenge for language agents. Training such agents via reinforcement learning requires solving ”。",P171-C
172,2026,The Granularity Axis: A Micro-to-Macro Latent Direction for Social Roles in Language Models,香港大学,香港大学；助理教授；2020-至今,社会智能与角色控制,社会角色的个人到组织粒度是否编码在模型表示中？,用宏观与微观角色隐藏态差值定义粒度轴并进行激活干预。,社会智能与角色控制,"论文信息汇总.csv 序172：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2026_The Granularity Axis_ A Micro-to-Macro Latent Direction for Social Roles in Language Models.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2605.06196；访问2026-09-17；arXiv作者顺序和摘要。
原文摘要依据：“Large language models (LLMs) are routinely prompted to take on social roles ranging from individuals to institutions, yet it remains unclear whether their internal representations encode the granulari”。",P172-C
173,2026,Self-Distilled Trajectory-Aware Boltzmann Modeling: Bridging the Training-Inference Discrepancy in Diffusion Language Models,香港大学,香港大学；助理教授；2020-至今,扩散文本生成,扩散后训练如何贴近推理时从易到难的去噪轨迹？,TABOM以预测熵的玻尔兹曼分布推导成对排序目标，学习自蒸馏轨迹。,扩散文本生成,"论文信息汇总.csv 序173：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2026_Self-Distilled Trajectory-Aware Boltzmann Modeling_ Bridging the Training-Inference Discrepancy in Diffusion Language Models.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2605.11854；访问2026-09-17；arXiv作者顺序和摘要。
原文摘要依据：“Diffusion Language Models (DLMs) have recently emerged as a promising alternative to autoregressive language models, offering stronger global awareness and highly parallel generation. However, post-tr”。",P173-C
174,2026,DreamReasoner-8B: Block-Size Curriculum Learning for Diffusion Reasoning Models,香港大学,香港大学；助理教授；2020-至今,扩散推理与规划,分块扩散如何同时获得长思维链能力与并行速度？,DreamReasoner逐步从小块过渡到大块训练，研究训练和推理块大小。,扩散推理与规划,"论文信息汇总.csv 序174：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2026_DreamReasoner-8B_ Block-Size Curriculum Learning for Diffusion Reasoning Models.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2606.19257；访问2026-09-17；arXiv作者顺序和摘要。
原文摘要依据：“Block diffusion language models accelerate decoding through parallel block-wise denoising, yet whether they can be reliably scaled for long chain-of-thought (CoT) reasoning remains unresolved. To this”。",P174-C
175,2026,SoftSkill: Behavioral Compression for Contextual Adaptation,香港大学,香港大学；助理教授；2020-至今,推理部署与参数效率,自然语言技能说明能否压缩成短小的行为控制前缀？,冻结基础模型，从文本技能初始化连续前缀并训练软增量。,推理部署与参数效率,"论文信息汇总.csv 序175：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2026_SoftSkill_ Behavioral Compression for Contextual Adaptation.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2606.20333；访问2026-09-17；arXiv作者顺序和摘要。
原文摘要依据：“Agent skills are commonly deployed as natural-language Markdown files that encode answer policies, evidence-use habits, and task procedures. These files are readable and portable, but they are consume”。",P175-C
176,2026,OSReward: Instituting Standardized Evaluation for Cross-Platform Computer-Use Reward Models,待核验,阶段待核验,工具智能体与任务评测,视觉模型裁判能否可靠判断跨平台智能体是否完成任务？,OSReward构建人工核验轨迹及困难子集，并训练OS-Shepherd奖励模型。,工具智能体与任务评测,"论文信息汇总.csv 序176：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://arxiv.org/abs/2607.28609；访问2026-09-17；arXiv作者顺序和摘要。
原文摘要依据：“Computer-using agents (CUAs) are advancing rapidly across the digital world. A CUA trajectory records the agent's actions, states, and reasoning. Verifying whether it fulfilled the task instruction is”。",P176-C;P176-D;P176-A;P176-R
177,2026,Structuring Semantic Embeddings for Principle Evaluation: A Prototype-Guided Contrastive Learning Approach,香港大学,香港大学；助理教授；2020-至今,模型评价与奖励学习,冻结的通用嵌入如何区分语义相似但评价标准不同的文本？,PGCL结合原型锚点、监督对比与边界正则。,模型评价与奖励学习,"论文信息汇总.csv 序177：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2026_Structuring Semantic Embeddings for Principle Evaluation_ A Prototype-Guided Contrastive Learning Approach.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2608.15224；访问2026-09-17；arXiv作者顺序和摘要。
PDF发表标记：“Published in Transactions on Machine Learning Research (08/2026)”。
原文摘要依据：“Reliable post-hoc evaluation asks whether already generated text satisfies a target criterion after generation. In this paper we study a focused frozen-embedding setting using principle-evaluation pro”。",P177-C;P177-V
178,2026,PersonaForge: Realistic Multi-Turn User Simulation for Agentic Systems,待核验,阶段待核验,工具智能体与任务评测,智能体如何适应真实用户不完整且多轮的任务表达？,PersonaForge按用户统计校准角色行为，并基于真实种子反向构造交互。,工具智能体与任务评测,"论文信息汇总.csv 序178：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://arxiv.org/abs/2608.28378；访问2026-09-17；arXiv作者顺序和摘要。
原文摘要依据：“Large language models are increasingly used as agentic workflow executors, yet existing training data and benchmarks largely assume informationally complete, single-turn queries. Our analysis of 16K r”。",P178-C;P178-D;P178-A;P178-R
179,2026,Semantic Head Specialization Guides Hybrid ViT Attention for Multimodal LLMs,待核验,阶段待核验,高效注意力与序列架构,多模态模型的视觉注意力如何在节省计算时保持能力？,量化物体与背景的注意力头分工，并据此设计Ariadne混合注意力。,高效注意力与序列架构,"论文信息汇总.csv 序179：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://arxiv.org/abs/2608.28383；访问2026-09-17；arXiv作者顺序和摘要。
原文摘要依据：“Hybrid attention dominates frontier LLMs, yet Vision Transformers (ViTs) in multimodal LLMs lack a satisfactory hybrid design, with no consensus on why certain attention patterns work better. To fill ”。",P179-C;P179-D;P179-A;P179-R
