合作者姓名,论文标题,年份,角色,关键词,是否与目标导师合著,来源及核验依据
Renjie Pi,DetGPT: Detect What You Need via Reasoning,2023,一作（按作者顺序）,分析提取：目标检测；自然语言指令；多模态推理；开放词汇；意图理解,是,"论文信息汇总.csv 序75：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://aclanthology.org/2023.emnlp-main.876/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第9页；版本2026-01-27。
原文摘要依据：“In recent years, the field of computer vision has seen significant advancements thanks to the development of large language models (LLMs). These models have enabled more effective and sophisticated in”。
；一作（按作者顺序）；CCF/CORE/期刊分区未核验；未取得适用目录版本。"
Renjie Pi,Self-Guided Noise-Free Data Generation for Efficient Zero-Shot Learning,2023,其他作者（共同一作/通讯待核验）,分析提取：零样本学习；合成数据；噪声；重加权；文本分类,是,"论文信息汇总.csv 序91：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://arxiv.org/abs/2205.12679；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第10页；版本2026-01-27。
原文摘要依据：“There is a rising interest in further exploring the zero-shot learning potential of large pre-trained language models (PLMs). A new paradigm called data-generation-based zero-shot learning has achieve”。
；其他作者（共同一作/通讯待核验）；CCF/CORE/期刊分区未核验；未取得适用目录版本。"
Renjie Pi,CoCA: Regaining Safety-awareness of Multimodal Large Language Models with Constitutional Calibration,2024,其他作者（共同一作/通讯待核验）,分析提取：多模态安全；分布校准；安全原则；模态差距；鲁棒性,是,"论文信息汇总.csv 序58：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://arxiv.org/abs/2409.11365；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第7页；版本2026-01-27。
原文摘要依据：“The deployment of multimodal large language models (MLLMs) has demonstrated remarkable success in engaging in conversations involving visual inputs, thanks to the superior power of large language mode”。
；其他作者（共同一作/通讯待核验）；CCF/CORE/期刊分区未核验；未取得适用目录版本。"
Renjie Pi,G-LLaVA: Solving Geometric Problem with Multi-Modal Large Language Model,2025,其他作者（共同一作/通讯待核验）,分析提取：几何推理；多模态；Geo170K；数据增强；几何关系,是,"论文信息汇总.csv 序45：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://arxiv.org/abs/2312.11370；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第6页；版本2026-01-27。
原文摘要依据：“Large language models (LLMs) have shown remarkable proficiency in human-level reasoning and generation capabilities, which encourages extensive research on their application in mathematical problem so”。
；其他作者（共同一作/通讯待核验）；CCF/CORE/期刊分区未核验；未取得适用目录版本。"
Renjie Pi,Forewarned is Forearmed: Harnessing LLMs for Data Synthesis via Failure-induced Exploration,2025,其他作者（共同一作/通讯待核验）,分析提取：数据合成；失败探索；训练样本；模型弱点；ReverseGen,是,"论文信息汇总.csv 序48：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2025_Forewarned is Forearmed_ Harnessing LLMs for Data Synthesis via Failure-induced Exploration.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2410.16736；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第7页；版本2026-01-27。
原文摘要依据：“Large language models (LLMs) have significantly benefited from training on diverse, high-quality task-specific data, leading to impressive performance across a range of downstream applications. Curren”。
；其他作者（共同一作/通讯待核验）；CCF/CORE/期刊分区未核验；未取得适用目录版本。"
Renjie Pi,PerceptionGPT: Effectively Fusing Visual Perception into LLM,2024,一作（按作者顺序）,未公开（未获得可支持关键词提取的摘要）,否,"https://pipilurj.github.io/；论文链接https://arxiv.org/pdf/2311.06612.pdf；访问2026-09-17；可见作者原文：“Renjie Pi*, Lewei Yao, Jiahui Gao, Jipeng Zhang, Tong Zhang”；一作（按作者顺序）。年份未公开时不从arXiv编号倒推。CCF/CORE/期刊分区未核验。"
Renjie Pi,DynaFed: Tackling Client Data Heterogeneity with Global Dynamics,2023,一作（按作者顺序）,未公开（未获得可支持关键词提取的摘要）,否,"https://pipilurj.github.io/；论文链接https://openreview.net/pdf?id=BmiCmbWCbx；访问2026-09-17；可见作者原文：“Renjie Pi*, Weizhong Zhang*, Yueqi Xie*, Jiahui Gao, Xiaoyu Wang, Sunghun Kim, Qifeng Chen”；一作（按作者顺序）。年份未公开时不从arXiv编号倒推。CCF/CORE/期刊分区未核验。"
Renjie Pi,Robust Federated Learning against both Data Heterogeneity and Poisoning Attack via Aggregation Optimization,未公开,共同一作标记待核验,未公开（未获得可支持关键词提取的摘要）,否,"https://pipilurj.github.io/；论文链接https://arxiv.org/pdf/2211.05554.pdf；访问2026-09-17；可见作者原文：“Yueqi Xie*, Weizhong Zhang*, Renjie Pi*, Fangzhao Wu, Qifeng Chen, Xing Xie, Sunghun Kim”；共同一作标记待核验。年份未公开时不从arXiv编号倒推。CCF/CORE/期刊分区未核验。"
Renjie Pi,MR. Judge: Multimodal Reasoner as a Judge,2025,一作（按作者顺序）,分析提取：语言模型；推理；多模态；推断；数据,否,"https://aclanthology.org/people/renjie-pi/；论文链接https://aclanthology.org/2025.emnlp-main.1021/；访问2026-09-17；可见作者原文：“Renjie Pi, Haoping Bai, Qibin Chen, Xiaoming Simon Wang, Jiulong Shan, Xiaojiang Liu, Meng Cao”；一作（按作者顺序）。年份未公开时不从arXiv编号倒推。CCF/CORE/期刊分区未核验。"
Renjie Pi,Pointing to a Llama and Call it a Camel: On the Sycophancy of Multimodal Large Language Models,2025,一作（按作者顺序）,分析提取：语言模型；推理；多模态；对话系统；监督学习,否,"https://aclanthology.org/people/renjie-pi/；论文链接https://aclanthology.org/2025.emnlp-main.1020/；访问2026-09-17；可见作者原文：“Renjie Pi, Kehao Miao, Li Peihang, Runtao Liu, Jiahui Gao, Jipeng Zhang, Xiaofang Zhou”；一作（按作者顺序）。年份未公开时不从arXiv编号倒推。CCF/CORE/期刊分区未核验。"
Renjie Pi,MLLM-Protector: Ensuring MLLM’s Safety without Hurting Performance,2024,一作（按作者顺序）,分析提取：语言模型；多模态；预训练,否,"https://aclanthology.org/people/renjie-pi/；论文链接https://aclanthology.org/2024.emnlp-main.895/；访问2026-09-17；可见作者原文：“Renjie Pi, Tianyang Han, Jianshu Zhang, Yueqi Xie, Rui Pan, Qing Lian, Hanze Dong, Jipeng Zhang, Tong Zhang”；一作（按作者顺序）。年份未公开时不从arXiv编号倒推。CCF/CORE/期刊分区未核验。"
Renjie Pi,A Holistic View of Noise Transition Matrix in Deep Learning and Beyond,2023,共同一作标记待核验,未公开（未获得可支持关键词提取的摘要）,否,"https://pipilurj.github.io/；论文链接https://openreview.net/pdf?id=aFzaXRImWE；访问2026-09-17；可见作者原文：“Yong Lin*, Renjie Pi*, Weizhong Zhang, Xiaobo Xia, Jiahui Gao, Xiao Zhou, Tongliang Liu, Bo Han”；共同一作标记待核验。年份未公开时不从arXiv编号倒推。CCF/CORE/期刊分区未核验。"
Renjie Pi,Probabilistic Bilevel Coreset Selection,2022,共同一作标记待核验,未公开（未获得可支持关键词提取的摘要）,否,"https://pipilurj.github.io/；论文链接https://proceedings.mlr.press/v162/zhou22h/zhou22h.pdf；访问2026-09-17；可见作者原文：“Xiao Zhou*, Renjie Pi*, Weizhong Zhang*, Yong Lin, Tong Zhang”；共同一作标记待核验。年份未公开时不从arXiv编号倒推。CCF/CORE/期刊分区未核验。"
Renjie Pi,G-DetKD: Towards General Distillation Framework for Object Detectors via Contrastive and Semantic-guided Feature Imitation,2021,共同一作标记待核验,未公开（未获得可支持关键词提取的摘要）,否,"https://pipilurj.github.io/；论文链接https://arxiv.org/pdf/2108.07482.pdf；访问2026-09-17；可见作者原文：“Lewei Yao*, Renjie Pi*, Hang Xu, Wei Zhang, Zhenguo Li, Tong Zhang”；共同一作标记待核验。年份未公开时不从arXiv编号倒推。CCF/CORE/期刊分区未核验。"
Renjie Pi,"Joint-DetNAS: Upgrade Your Detector with NAS, Pruning and Dynamic Distillation",2021,共同一作标记待核验,未公开（未获得可支持关键词提取的摘要）,否,"https://pipilurj.github.io/；论文链接https://arxiv.org/pdf/2105.12971.pdf；访问2026-09-17；可见作者原文：“Lewei Yao*, Renjie Pi*, Hang Xu, Wei Zhang, Zhenguo Li, Tong Zhang”；共同一作标记待核验。年份未公开时不从arXiv编号倒推。CCF/CORE/期刊分区未核验。"
Renjie Pi,Bridging the Gap between Sample-based and One-shot Neural Architecture Search with BONAS,2020,共同一作标记待核验,未公开（未获得可支持关键词提取的摘要）,否,"https://pipilurj.github.io/；论文链接https://arxiv.org/pdf/1911.09336.pdf；访问2026-09-17；可见作者原文：“Han Shi*, Renjie Pi*, Hang Xu, Zhenguo Li, James T. Kwok, Tong Zhang.”；共同一作标记待核验。年份未公开时不从arXiv编号倒推。CCF/CORE/期刊分区未核验。"
Yiheng Xu,In-Context Learning with Many Demonstration Examples,2023,其他作者（共同一作/通讯待核验）,分析提取：上下文学习；多样例；长上下文；指令微调；长度外推,是,"论文信息汇总.csv 序134：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2023_In-Context Learning with Many Demonstration Examples.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2302.04931；访问2026-09-17；arXiv作者顺序和摘要。
原文摘要依据：“Large pre-training language models (PLMs) have shown promising in-context learning abilities. However, due to the backbone transformer architecture, existing PLMs are bottlenecked by the memory and co”。
；其他作者（共同一作/通讯待核验）；预印本，等级不适用。"
Yiheng Xu,Lemur: Harmonizing Natural Language and Code for Language Agents,2024,共同一作,分析提取：语言智能体；代码预训练；指令微调；工具使用；环境交互,是,"论文信息汇总.csv 序73：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2024_Lemur_ Harmonizing Natural Language and Code for Language Agents.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2310.06830；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第8页；版本2026-01-27。
PDF发表标记：“Published as a conference paper at ICLR 2024”。
原文摘要依据：“We introduce Lemur and Lemur-Chat, openly accessible language models optimized for both natural language and coding capabilities to serve as the backbone of versatile language agents. The evolution fr”。
；共同一作；CCF/CORE/期刊分区未核验；未取得适用目录版本。"
