序号,导师姓名,论文标题,年份,尝试过的链接,失败原因,下一步建议
CP296,"Kong, Lingpeng",On Meeting P2P Streaming Bandwidth Demand with Limited Supplies,2008,https://i.cs.hku.hk/~cwu/publications.html,CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP297,"Kong, Lingpeng",Characterizing Peer-to-Peer Streaming Flows,2007,https://i.cs.hku.hk/~cwu/publications.html,CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP298,"Kong, Lingpeng",Diverse: Application-Layer Service Differentiation in Peer-to-Peer Communications,2007,https://i.cs.hku.hk/~cwu/publications.html,CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP299,"Kong, Lingpeng",Magellan: Charting Large-Scale Peer-to-Peer Live Streaming Topologies,2007,https://i.cs.hku.hk/~cwu/publications.html,CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP300,"Kong, Lingpeng",Optimal Rate Allocation in Overlay Content Distribution,2007,https://i.cs.hku.hk/~cwu/publications.html,CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP301,"Kong, Lingpeng",Outburst: Efficient Overlay Content Distribution with Rateless Codes,2007,https://i.cs.hku.hk/~cwu/publications.html,CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP302,"Kong, Lingpeng",Strategies of Conflict in Coexisting Streaming Overlays,2007,https://i.cs.hku.hk/~cwu/publications.html,CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP303,"Kong, Lingpeng",Echelon: Peer-to-Peer Network Diagnosis with Network Coding,2006,https://i.cs.hku.hk/~cwu/publications.html,CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP304,"Kong, Lingpeng",Optimal Peer Selection for Minimum-Delay Peer-to-Peer Streaming with Rateless Codes,2005,https://i.cs.hku.hk/~cwu/publications.html,CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP305,"Kong, Lingpeng",rStream: Resilient Peer-to-Peer Streaming with Rateless Codes,2005,https://i.cs.hku.hk/~cwu/publications.html,CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP319,"Kong, Lingpeng","Logic Unveils Truth, While Disguise Obscures It: Transition Logic Augmented Response Selection for Multi-Turn Dialogue",2023,"https://aclanthology.org/people/xueliang-zhao/unverified/
https://aclanthology.org/2023.findings-emnlp.513/",CCF/CORE及期刊分区未核验；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP320,"Kong, Lingpeng",Learning to Express in Knowledge-Grounded Conversation,2022,"https://aclanthology.org/people/xueliang-zhao/unverified/
https://aclanthology.org/2022.naacl-main.164/",CCF/CORE及期刊分区未核验；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP321,"Kong, Lingpeng",Collaborative Reasoning on Multi-Modal Semantic Graphs for Video-Grounded Dialogue Generation,2022,"https://aclanthology.org/people/xueliang-zhao/unverified/
https://aclanthology.org/2022.findings-emnlp.442/",CCF/CORE及期刊分区未核验；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP322,"Kong, Lingpeng",Towards Efficient Dialogue Pre-training with Transferable and Interpretable Latent Structure,2022,"https://aclanthology.org/people/xueliang-zhao/unverified/
https://aclanthology.org/2022.emnlp-main.683/",CCF/CORE及期刊分区未核验；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP323,"Kong, Lingpeng",There Is No Standard Answer: Knowledge-Grounded Dialogue Generation with Adversarial Activated Multi-Reference Learning,2022,"https://aclanthology.org/people/xueliang-zhao/unverified/
https://aclanthology.org/2022.emnlp-main.123/",CCF/CORE及期刊分区未核验；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP324,"Kong, Lingpeng",Knowledge-Grounded Dialogue Generation with Pre-trained Language Models,2020,"https://aclanthology.org/people/xueliang-zhao/unverified/
https://aclanthology.org/2020.emnlp-main.272/",CCF/CORE及期刊分区未核验；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP335,"Kong, Lingpeng",SWE-Swiss: A Multi-Task Fine-Tuning and RL Recipe for High-Performance Issue Resolution,2026,"https://aclanthology.org/people/chenxin-an/unverified/
https://aclanthology.org/2026.findings-acl.790/",CCF/CORE及期刊分区未核验；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP336,"Kong, Lingpeng",CoLo: A Contrastive Learning Based Re-ranking Framework for One-Stage Summarization,2022,"https://aclanthology.org/people/chenxin-an/unverified/
https://aclanthology.org/2022.coling-1.508/",CCF/CORE及期刊分区未核验；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP356,"Kong, Lingpeng",UniSRM: A Unified Speech Reward Model for Reasoning-Based Fine-grained Assessment,2026,"https://aclanthology.org/people/zhiyong-wu/
https://aclanthology.org/2026.acl-long.2150/",CCF/CORE及期刊分区未核验；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP357,"Kong, Lingpeng",Perturbed Masking: Parameter-free Probing for Analyzing and Interpreting BERT,2020,"https://aclanthology.org/people/zhiyong-wu/
https://aclanthology.org/2020.acl-main.383/",CCF/CORE及期刊分区未核验；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP363,"Kong, Lingpeng",PerceptionGPT: Effectively Fusing Visual Perception into LLM,2024,"https://pipilurj.github.io/
https://arxiv.org/pdf/2311.06612.pdf",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP364,"Kong, Lingpeng",DynaFed: Tackling Client Data Heterogeneity with Global Dynamics,2023,"https://pipilurj.github.io/
https://openreview.net/pdf?id=BmiCmbWCbx",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP365,"Kong, Lingpeng",Robust Federated Learning against both Data Heterogeneity and Poisoning Attack via Aggregation Optimization,未公开,"https://pipilurj.github.io/
https://arxiv.org/pdf/2211.05554.pdf",CCF/CORE及期刊分区未核验；共同一作/通讯标记需论文首页复核；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP366,"Kong, Lingpeng",MR. Judge: Multimodal Reasoner as a Judge,2025,"https://aclanthology.org/people/renjie-pi/
https://aclanthology.org/2025.emnlp-main.1021/",CCF/CORE及期刊分区未核验；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP367,"Kong, Lingpeng",Pointing to a Llama and Call it a Camel: On the Sycophancy of Multimodal Large Language Models,2025,"https://aclanthology.org/people/renjie-pi/
https://aclanthology.org/2025.emnlp-main.1020/",CCF/CORE及期刊分区未核验；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP368,"Kong, Lingpeng",MLLM-Protector: Ensuring MLLM’s Safety without Hurting Performance,2024,"https://aclanthology.org/people/renjie-pi/
https://aclanthology.org/2024.emnlp-main.895/",CCF/CORE及期刊分区未核验；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP369,"Kong, Lingpeng",A Holistic View of Noise Transition Matrix in Deep Learning and Beyond,2023,"https://pipilurj.github.io/
https://openreview.net/pdf?id=aFzaXRImWE",CCF/CORE及期刊分区未核验；共同一作/通讯标记需论文首页复核；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP370,"Kong, Lingpeng",Probabilistic Bilevel Coreset Selection,2022,"https://pipilurj.github.io/
https://proceedings.mlr.press/v162/zhou22h/zhou22h.pdf",CCF/CORE及期刊分区未核验；共同一作/通讯标记需论文首页复核；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP371,"Kong, Lingpeng",G-DetKD: Towards General Distillation Framework for Object Detectors via Contrastive and Semantic-guided Feature Imitation,2021,"https://pipilurj.github.io/
https://arxiv.org/pdf/2108.07482.pdf",CCF/CORE及期刊分区未核验；共同一作/通讯标记需论文首页复核；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP372,"Kong, Lingpeng","Joint-DetNAS: Upgrade Your Detector with NAS, Pruning and Dynamic Distillation",2021,"https://pipilurj.github.io/
https://arxiv.org/pdf/2105.12971.pdf",CCF/CORE及期刊分区未核验；共同一作/通讯标记需论文首页复核；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP373,"Kong, Lingpeng",Bridging the Gap between Sample-based and One-shot Neural Architecture Search with BONAS,2020,"https://pipilurj.github.io/
https://arxiv.org/pdf/1911.09336.pdf",CCF/CORE及期刊分区未核验；共同一作/通讯标记需论文首页复核；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP376,"Kong, Lingpeng",VideoAgentTrek: Computer Use Pretraining from Unlabeled Videos,2026,"https://yihengxu.com/
https://arxiv.org/abs/2510.19488",CCF/CORE及期刊分区未核验；共同一作/通讯标记需论文首页复核；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP377,"Kong, Lingpeng",Aguvis: Unified Pure Vision Agents for Autonomous GUI Interaction,2025,"https://yihengxu.com/
https://arxiv.org/abs/2412.04454",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP378,"Kong, Lingpeng",AgentTrek: Agent Trajectory Synthesis via Guiding Replay with Web Tutorials,2025,"https://yihengxu.com/
https://arxiv.org/abs/2412.09605",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP379,"Kong, Lingpeng",MarkupLM: Pre-training of Text and Markup Language for Visually-rich Document Understanding,2022,"https://yihengxu.com/
https://arxiv.org/abs/2110.08518",CCF/CORE及期刊分区未核验；共同一作/通讯标记需论文首页复核；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP380,"Kong, Lingpeng",XFUND: A Benchmark Dataset for Multilingual Visually Rich Form Understanding,2022,"https://yihengxu.com/
https://aclanthology.org/2022.findings-acl.253/",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP381,"Kong, Lingpeng",LayoutLMv2: Multi-modal Pre-training for Visually-Rich Document Understanding,2021,"https://yihengxu.com/
http://arxiv.org/abs/2012.14740",CCF/CORE及期刊分区未核验；共同一作/通讯标记需论文首页复核；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP382,"Kong, Lingpeng",DocBank: A Benchmark Dataset for Document Layout Analysis,2020,"https://yihengxu.com/
http://arxiv.org/abs/2006.01038",CCF/CORE及期刊分区未核验；共同一作/通讯标记需论文首页复核；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP383,"Kong, Lingpeng",LayoutLM: Pre-training of Text and Layout for Document Image Understanding,2020,"https://yihengxu.com/
http://arxiv.org/abs/1912.13318",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP384,"Kong, Lingpeng",SCoRe: Pre-Training for Context Representation in Conversational Semantic Parsing,2021,https://taoyds.github.io/,CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP385,"Kong, Lingpeng",GraPPa: Grammar-Augmented Pre-Training for Table Semantic Parsing,2021,"https://taoyds.github.io/
https://arxiv.org/abs/2009.13845",CCF/CORE及期刊分区未核验；可靠摘要或关键词未取得；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
CP386,"Kong, Lingpeng",Effective Fine-Tuning Methods for Cross-lingual Adaptation,2021,"https://aclanthology.org/people/tao-yu/unverified/
https://aclanthology.org/2021.emnlp-main.668/",CCF/CORE及期刊分区未核验；核验日期2026-09-17,按已记录论文链接核对首页、摘要和适用目录，保留缺项
