姓名,论文署名单位,当前单位,身份,职称,与导师的关系,共同论文数,首次合作年份,最近合作年份,共同研究方向,共同项目,关系证据,待核验问题,共同论文序号
Weijia Shi（论文 #73，身份待核验）,2024；论文#73；华盛顿大学,待核验,身份待核验,待核验,论文合作者（身份待核验）,待核验,待核验,待核验,工具智能体与任务评测,未公开,"论文信息汇总.csv 序73：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2024_Lemur_ Harmonizing Natural Language and Code for Language Agents.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2310.06830；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第8页；版本2026-01-27。
PDF发表标记：“Published as a conference paper at ICLR 2024”。
原文摘要依据：“We introduce Lemur and Lemur-Chat, openly accessible language models optimized for both natural language and coding capabilities to serve as the backbone of versatile language agents. The evolution fr”。
仅确认论文内原姓名署名；跨论文身份未确认。","身份待核验；按单篇保留，不跨论文合并同名者。待核验（未深查）；原姓名整体未达到重点阈值。
具体论文问题：P73-C;P73-R
完整Scholar/DBLP论文列表及CCF/CORE目录未获取；当前公开材料可能漏项。",73
Binyuan Hui（论文 #73，身份待核验）,2024；论文#73；XLANG Lab,待核验,身份待核验,待核验,论文合作者（身份待核验）,待核验,待核验,待核验,工具智能体与任务评测,未公开,"论文信息汇总.csv 序73：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2024_Lemur_ Harmonizing Natural Language and Code for Language Agents.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2310.06830；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第8页；版本2026-01-27。
PDF发表标记：“Published as a conference paper at ICLR 2024”。
原文摘要依据：“We introduce Lemur and Lemur-Chat, openly accessible language models optimized for both natural language and coding capabilities to serve as the backbone of versatile language agents. The evolution fr”。
仅确认论文内原姓名署名；跨论文身份未确认。","身份待核验；按单篇保留，不跨论文合并同名者。待核验（未深查）；原姓名整体未达到重点阈值。
具体论文问题：P73-C;P73-R
完整Scholar/DBLP论文列表及CCF/CORE目录未获取；当前公开材料可能漏项。",73
Fan Zhou（论文 #73，身份待核验）,2024；论文#73；香港大学；XLANG Lab,待核验,身份待核验,待核验,论文合作者（身份待核验）,待核验,待核验,待核验,工具智能体与任务评测,未公开,"论文信息汇总.csv 序73：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2024_Lemur_ Harmonizing Natural Language and Code for Language Agents.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2310.06830；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第8页；版本2026-01-27。
PDF发表标记：“Published as a conference paper at ICLR 2024”。
原文摘要依据：“We introduce Lemur and Lemur-Chat, openly accessible language models optimized for both natural language and coding capabilities to serve as the backbone of versatile language agents. The evolution fr”。
仅确认论文内原姓名署名；跨论文身份未确认。","身份待核验；按单篇保留，不跨论文合并同名者。待核验（未深查）；原姓名整体未达到重点阈值。
具体论文问题：P73-C;P73-R
完整Scholar/DBLP论文列表及CCF/CORE目录未获取；当前公开材料可能漏项。",73
Yitao Liu（论文 #73，身份待核验）,2024；论文#73；香港大学；XLANG Lab,待核验,身份待核验,待核验,论文合作者（身份待核验）,待核验,待核验,待核验,工具智能体与任务评测,未公开,"论文信息汇总.csv 序73：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2024_Lemur_ Harmonizing Natural Language and Code for Language Agents.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2310.06830；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第8页；版本2026-01-27。
PDF发表标记：“Published as a conference paper at ICLR 2024”。
原文摘要依据：“We introduce Lemur and Lemur-Chat, openly accessible language models optimized for both natural language and coding capabilities to serve as the backbone of versatile language agents. The evolution fr”。
仅确认论文内原姓名署名；跨论文身份未确认。","身份待核验；按单篇保留，不跨论文合并同名者。待核验（未深查）；原姓名整体未达到重点阈值。
具体论文问题：P73-C;P73-R
完整Scholar/DBLP论文列表及CCF/CORE目录未获取；当前公开材料可能漏项。",73
Zhoujun Cheng（论文 #73，身份待核验）,2024；论文#73；香港大学；XLANG Lab,待核验,身份待核验,待核验,论文合作者（身份待核验）,待核验,待核验,待核验,工具智能体与任务评测,未公开,"论文信息汇总.csv 序73：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2024_Lemur_ Harmonizing Natural Language and Code for Language Agents.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2310.06830；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第8页；版本2026-01-27。
PDF发表标记：“Published as a conference paper at ICLR 2024”。
原文摘要依据：“We introduce Lemur and Lemur-Chat, openly accessible language models optimized for both natural language and coding capabilities to serve as the backbone of versatile language agents. The evolution fr”。
仅确认论文内原姓名署名；跨论文身份未确认。","身份待核验；按单篇保留，不跨论文合并同名者。待核验（未深查）；原姓名整体未达到重点阈值。
具体论文问题：P73-C;P73-R
完整Scholar/DBLP论文列表及CCF/CORE目录未获取；当前公开材料可能漏项。",73
Siheng Zhao（论文 #73，身份待核验）,2024；论文#73；香港大学；XLANG Lab,待核验,身份待核验,待核验,论文合作者（身份待核验）,待核验,待核验,待核验,工具智能体与任务评测,未公开,"论文信息汇总.csv 序73：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2024_Lemur_ Harmonizing Natural Language and Code for Language Agents.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2310.06830；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第8页；版本2026-01-27。
PDF发表标记：“Published as a conference paper at ICLR 2024”。
原文摘要依据：“We introduce Lemur and Lemur-Chat, openly accessible language models optimized for both natural language and coding capabilities to serve as the backbone of versatile language agents. The evolution fr”。
仅确认论文内原姓名署名；跨论文身份未确认。","身份待核验；按单篇保留，不跨论文合并同名者。待核验（未深查）；原姓名整体未达到重点阈值。
具体论文问题：P73-C;P73-R
完整Scholar/DBLP论文列表及CCF/CORE目录未获取；当前公开材料可能漏项。",73
Bailin Wang（论文 #73，身份待核验）,2024；论文#73；MIT CSAIL,待核验,身份待核验,待核验,论文合作者（身份待核验）,待核验,待核验,待核验,工具智能体与任务评测,未公开,"论文信息汇总.csv 序73：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2024_Lemur_ Harmonizing Natural Language and Code for Language Agents.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2310.06830；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第8页；版本2026-01-27。
PDF发表标记：“Published as a conference paper at ICLR 2024”。
原文摘要依据：“We introduce Lemur and Lemur-Chat, openly accessible language models optimized for both natural language and coding capabilities to serve as the backbone of versatile language agents. The evolution fr”。
仅确认论文内原姓名署名；跨论文身份未确认。https://aclanthology.org/people/bailin-wang/unverified/","身份待核验；按单篇保留，不跨论文合并同名者。达到重点候选筛选阈值；已查可定位来源，身份/历史履历仍未确认。
具体论文问题：P73-C;P73-R
完整Scholar/DBLP论文列表及CCF/CORE目录未获取；当前公开材料可能漏项。",73
Bailin Wang（论文 #97，身份待核验）,2022；论文#97；待核验,待核验,身份待核验,待核验,论文合作者（身份待核验）,待核验,待核验,待核验,结构化知识理解,未公开,"论文信息汇总.csv 序97：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://aclanthology.org/2022.emnlp-main.39/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第10页；版本2026-01-27。
原文摘要依据：“Structured knowledge grounding (SKG) leverages structured knowledge to complete user requests, such as semantic parsing over databases and question answering over knowledge bases. Since the inputs and”。
仅确认论文内原姓名署名；跨论文身份未确认。https://aclanthology.org/people/bailin-wang/unverified/","身份待核验；按单篇保留，不跨论文合并同名者。达到重点候选筛选阈值；已查可定位来源，身份/历史履历仍未确认。
具体论文问题：P97-C;P97-D;P97-A;P97-R
完整Scholar/DBLP论文列表及CCF/CORE目录未获取；当前公开材料可能漏项。",97
Caiming Xiong（论文 #73，身份待核验）,2024；论文#73；Salesforce Research,待核验,身份待核验,待核验,论文合作者（身份待核验）,待核验,待核验,待核验,工具智能体与任务评测,未公开,"论文信息汇总.csv 序73：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2024_Lemur_ Harmonizing Natural Language and Code for Language Agents.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2310.06830；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第8页；版本2026-01-27。
PDF发表标记：“Published as a conference paper at ICLR 2024”。
原文摘要依据：“We introduce Lemur and Lemur-Chat, openly accessible language models optimized for both natural language and coding capabilities to serve as the backbone of versatile language agents. The evolution fr”。
仅确认论文内原姓名署名；跨论文身份未确认。https://aclanthology.org/people/caiming-xiong/","身份待核验；按单篇保留，不跨论文合并同名者。达到重点候选筛选阈值；已查可定位来源，身份/历史履历仍未确认。
具体论文问题：P73-C;P73-R
完整Scholar/DBLP论文列表及CCF/CORE目录未获取；当前公开材料可能漏项。",73
Caiming Xiong（论文 #97，身份待核验）,2022；论文#97；待核验,待核验,身份待核验,待核验,论文合作者（身份待核验）,待核验,待核验,待核验,结构化知识理解,未公开,"论文信息汇总.csv 序97：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://aclanthology.org/2022.emnlp-main.39/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第10页；版本2026-01-27。
原文摘要依据：“Structured knowledge grounding (SKG) leverages structured knowledge to complete user requests, such as semantic parsing over databases and question answering over knowledge bases. Since the inputs and”。
仅确认论文内原姓名署名；跨论文身份未确认。https://aclanthology.org/people/caiming-xiong/","身份待核验；按单篇保留，不跨论文合并同名者。达到重点候选筛选阈值；已查可定位来源，身份/历史履历仍未确认。
具体论文问题：P97-C;P97-D;P97-A;P97-R
完整Scholar/DBLP论文列表及CCF/CORE目录未获取；当前公开材料可能漏项。",97
