序,论文标题,年份,作者,发表载体,条目类型,论文链接,被引次数,引用统计日期,引用来源网址,抓取日期,下载状态,备注
161,Beyond Confidence: Adaptive and Coherent Decoding for Diffusion Language Models,2025,Kecheng Chen；Ziru Liu；Xijia Tao；Hui Liu；Xinyu Fu；Suiyun Zhang；Dandan Tu；Lingpeng Kong；Rui Liu；Haoliang Li,arXiv,预印本,https://arxiv.org/abs/2512.02044,未获取,未获取,未获取,2026-09-17,已下载,"来源：arXiv；访问2026-09-17；非Scholar全量成果。
Scholar访问失败，引用未获取（2026-09-17）。
论文信息汇总.csv 序161：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2025_Beyond Confidence_ Adaptive and Coherent Decoding for Diffusion Language Models.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2512.02044；访问2026-09-17；arXiv作者顺序和摘要。
原文摘要依据：“Diffusion Language Models (DLMs) have recently achieved significant success due to their any-order generation capabilities. However, existing inference methods typically rely on local, immediate-step ”。"
162,Dream-VL & Dream-VLA: Open Vision-Language and Vision-Language-Action Models with Diffusion Language Model Backbone,2025,Jiacheng Ye；Shansan Gong；Jiahui Gao；Junming Fan；Shuang Wu；Wei Bi；Haoli Bai；Lifeng Shang；Lingpeng Kong,arXiv,预印本,https://arxiv.org/abs/2512.22615,未获取,未获取,未获取,2026-09-17,已下载,"来源：arXiv；访问2026-09-17；非Scholar全量成果。
Scholar访问失败，引用未获取（2026-09-17）。
论文信息汇总.csv 序162：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2025_Dream-VL & Dream-VLA_ Open Vision-Language and Vision-Language-Action Models with Diffusion Language Model Backbone.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2512.22615；访问2026-09-17；arXiv作者顺序和摘要。
原文摘要依据：“While autoregressive Large Vision-Language Models (VLMs) have achieved remarkable success, their sequential generation often limits their efficacy in complex visual planning and dynamic robotic contro”。"
163,MMFormalizer: Multimodal Autoformalization in the Wild,2026,Jing Xiong；Qi Han；Yunta Hsieh；Hui Shen；Huajian Xin；Chaofan Tao；Chenyang Zhao；Hengyuan Zhang；Taiqiang Wu；Zhen Zhang；Haochen Wang；Zhongwei Wan；Lingpeng Kong；Ngai Wong,arXiv,预印本,https://arxiv.org/abs/2601.03017,未获取,未获取,未获取,2026-09-17,未下载,"来源：arXiv；访问2026-09-17；非Scholar全量成果。
Scholar访问失败，引用未获取（2026-09-17）。
论文信息汇总.csv 序163：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://arxiv.org/abs/2601.03017；访问2026-09-17；arXiv作者顺序和摘要。
原文摘要依据：“Autoformalization, which translates natural language mathematics into formal statements to enable machine reasoning, faces fundamental challenges in the wild due to the multimodal nature of the physic”。"
164,Proxy Compression for Language Modeling,2026,Lin Zheng；Xinyu Li；Qian Liu；Xiachong Feng；Lingpeng Kong,arXiv,会议,https://arxiv.org/abs/2602.04289,未获取,未获取,未获取,2026-09-17,已下载,"来源：arXiv；访问2026-09-17；非Scholar全量成果。
Scholar访问失败，引用未获取（2026-09-17）。
论文信息汇总.csv 序164：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2026_Proxy Compression for Language Modeling.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2602.04289；访问2026-09-17；arXiv作者顺序和摘要。
PDF发表标记：“Proceedings of the 43 International Conference on Machine               trasting it with compressed sequences often derived from that byte”。
原文摘要依据：“Modern language models are trained almost exclusively on token sequences produced by a fixed tokenizer, an external lossless compressor often over UTF-8 byte sequences, thereby coupling the model to t”。"
165,DLM-Scope: Mechanistic Interpretability of Diffusion Language Models via Sparse Autoencoders,2026,Xu Wang；Bingqing Jiang；Yu Wan；Baosong Yang；Lingpeng Kong；Difan Zou,arXiv,预印本,https://arxiv.org/abs/2602.05859,未获取,未获取,未获取,2026-09-17,未下载,"来源：arXiv；访问2026-09-17；非Scholar全量成果。
Scholar访问失败，引用未获取（2026-09-17）。
论文信息汇总.csv 序165：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://arxiv.org/abs/2602.05859；访问2026-09-17；arXiv作者顺序和摘要。
原文摘要依据：“Sparse autoencoders (SAEs) have become a standard tool for mechanistic interpretability in autoregressive large language models (LLMs), enabling researchers to extract sparse, human-interpretable feat”。"
166,ToolSelf: Unifying Task Execution and Self-Reconfiguration via Tool-Driven Emergent Adaptation,2026,Jingqi Zhou；Sheng Wang；Dezhao Deng；Junwen Lu；Junwei Su；Qintong Li；Jiahui Gao；Hao Wu；Jiyue Jiang；Lingpeng Kong；Dunhong Jin；Chuan Wu,arXiv,预印本,https://arxiv.org/abs/2602.07883,未获取,未获取,未获取,2026-09-17,已下载,"来源：arXiv；访问2026-09-17；非Scholar全量成果。
Scholar访问失败，引用未获取（2026-09-17）。
论文信息汇总.csv 序166：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2026_ToolSelf_ Unifying Task Execution and Self-Reconfiguration via Tool-Driven Emergent Adaptation.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2602.07883；访问2026-09-17；arXiv作者顺序和摘要。
原文摘要依据：“LLM-powered agentic systems excel at complex long-horizon tasks, but remain constrained by static configurations fixed before execution. Such rigidity forces a trade-off between domain-specific perfor”。"
167,TimeChat-Captioner: Scripting Multi-Scene Videos with Time-Aware and Structural Audio-Visual Captions,2026,Linli Yao；Yuancheng Wei；Yaojie Zhang；Lei Li；Xinlong Chen；Feifan Song；Ziyue Wang；Kun Ouyang；Yuanxin Liu；Lingpeng Kong；Qi Liu；Pengfei Wan；Kun Gai；Yuanxing Zhang；Xu Sun,arXiv,预印本,https://arxiv.org/abs/2602.08711,未获取,未获取,未获取,2026-09-17,未下载,"来源：arXiv；访问2026-09-17；非Scholar全量成果。
Scholar访问失败，引用未获取（2026-09-17）。
论文信息汇总.csv 序167：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://arxiv.org/abs/2602.08711；访问2026-09-17；arXiv作者顺序和摘要。
原文摘要依据：“This paper proposes Omni Dense Captioning, a novel task designed to generate continuous, fine-grained, and structured audio-visual narratives with explicit timestamps. To ensure dense semantic coverag”。"
168,Claw-Eval: Towards Trustworthy Evaluation of Autonomous Agents,2026,Bowen Ye；Rang Li；Qibin Yang；Yuanxin Liu；Linli Yao；Hanglong Lv；Zhihui Xie；Chenxin An；Lei Li；Lingpeng Kong；Qi Liu；Zhifang Sui；Tong Yang,arXiv,预印本,https://arxiv.org/abs/2604.06132,未获取,未获取,未获取,2026-09-17,已下载,"来源：arXiv；访问2026-09-17；非Scholar全量成果。
Scholar访问失败，引用未获取（2026-09-17）。
论文信息汇总.csv 序168：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2026_Claw-Eval_ Towards Trustworthy Evaluation of Autonomous Agents.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2604.06132；访问2026-09-17；arXiv作者顺序和摘要。
原文摘要依据：“Large language models are increasingly deployed as autonomous agents for multi-step workflows in real-world software environments. However, existing agent benchmarks are limited by trajectory-opaque g”。"
169,ImplicitMemBench: Measuring Unconscious Behavioral Adaptation in Large Language Models,2026,Chonghan Qin；Xiachong Feng；Weitao Ma；Xiaocheng Feng；Lingpeng Kong,Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),会议,"https://aclanthology.org/2026.acl-long.1301/
https://arxiv.org/abs/2604.08064",未获取,未获取,未获取,2026-09-17,已下载,"来源：arXiv；ACL；访问2026-09-17；非Scholar全量成果。
Scholar访问失败，引用未获取（2026-09-17）。
论文信息汇总.csv 序169：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2026_ImplicitMemBench_ Measuring Unconscious Behavioral Adaptation in Large Language Models.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2026.acl-long.1301/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
PDF发表标记：“Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers), pages 28232–28261”。
原文摘要依据：“Existing memory benchmarks for LLM agents evaluate explicit recall of facts, yet overlook implicit memory where experience becomes automated behavior without conscious retrieval. This gap is critical:”。"
170,Stratagem: Learning Transferable Reasoning via Trajectory-Modulated Game Self-Play,2026,Xiachong Feng；Deyi Yin；Xiaocheng Feng；Yi Jiang；Libo Qin；Yangfan Ye；Lei Huang；Weitao Ma；Qiming Li；Yuxuan Gu；Bing Qin；Lingpeng Kong,Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),会议,"https://aclanthology.org/2026.acl-long.897/
https://arxiv.org/abs/2604.17696",未获取,未获取,未获取,2026-09-17,已下载,"来源：arXiv；ACL；访问2026-09-17；非Scholar全量成果。
Scholar访问失败，引用未获取（2026-09-17）。
论文信息汇总.csv 序170：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2026_Stratagem_ Learning Transferable Reasoning via Trajectory-Modulated Game Self-Play.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2026.acl-long.897/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
PDF发表标记：“Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers), pages 19595–19614”。
原文摘要依据：“Games offer a compelling paradigm for developing general reasoning capabilities in language models, as they naturally demand strategic planning, probabilistic inference, and adaptive decision-making. ”。"
171,SAVOIR: Learning Social Savoir-Faire via Shapley-based Reward Attribution,2026,Xiachong Feng；Yi Jiang；Xiaocheng Feng；Deyi Yin；Libo Qin；Yangfan Ye；Lei Huang；Weitao Ma；Yuxuan Gu；Chonghan Qin；Bing Qin；Lingpeng Kong,Findings of the Association for Computational Linguistics: ACL 2026,会议,"https://aclanthology.org/2026.findings-acl.699/
https://arxiv.org/abs/2604.18982",未获取,未获取,未获取,2026-09-17,已下载,"来源：arXiv；ACL；访问2026-09-17；非Scholar全量成果。
Scholar访问失败，引用未获取（2026-09-17）。
论文信息汇总.csv 序171：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2026_SAVOIR_ Learning Social Savoir-Faire via Shapley-based Reward Attribution.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2026.findings-acl.699/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
原文摘要依据：“Social intelligence, the ability to navigate complex interpersonal interactions, presents a fundamental challenge for language agents. Training such agents via reinforcement learning requires solving ”。"
172,The Granularity Axis: A Micro-to-Macro Latent Direction for Social Roles in Language Models,2026,Chonghan Qin；Xiachong Feng；Ziyun Song；Xiaocheng Feng；Jing Xiong；Lingpeng Kong,arXiv,预印本,https://arxiv.org/abs/2605.06196,未获取,未获取,未获取,2026-09-17,已下载,"来源：arXiv；访问2026-09-17；非Scholar全量成果。
Scholar访问失败，引用未获取（2026-09-17）。
论文信息汇总.csv 序172：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2026_The Granularity Axis_ A Micro-to-Macro Latent Direction for Social Roles in Language Models.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2605.06196；访问2026-09-17；arXiv作者顺序和摘要。
原文摘要依据：“Large language models (LLMs) are routinely prompted to take on social roles ranging from individuals to institutions, yet it remains unclear whether their internal representations encode the granulari”。"
173,Self-Distilled Trajectory-Aware Boltzmann Modeling: Bridging the Training-Inference Discrepancy in Diffusion Language Models,2026,Kecheng Chen；Ziru Liu；Xijia Tao；Hui Liu；Yibing Liu；Xinyu Fu；Shi Wu；Suiyun Zhang；Dandan Tu；Lingpeng Kong；Rui Liu；Haoliang Li,arXiv,预印本,https://arxiv.org/abs/2605.11854,未获取,未获取,未获取,2026-09-17,已下载,"来源：arXiv；访问2026-09-17；非Scholar全量成果。
Scholar访问失败，引用未获取（2026-09-17）。
论文信息汇总.csv 序173：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2026_Self-Distilled Trajectory-Aware Boltzmann Modeling_ Bridging the Training-Inference Discrepancy in Diffusion Language Models.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2605.11854；访问2026-09-17；arXiv作者顺序和摘要。
原文摘要依据：“Diffusion Language Models (DLMs) have recently emerged as a promising alternative to autoregressive language models, offering stronger global awareness and highly parallel generation. However, post-tr”。"
